state_code,district_code,sub_district_code,level,area_name,noofvillages,total_population,male_population,female_population
00,000,00000,INDIA,INDIA,597608,833748852,427781058,405967794
01,000,00000,STATE,JAMMU & KASHMIR,6337,9108060,4774477,4333583
01,001,00000,DISTRICT,Kupwara,353,765625,412038,353587
01,001,00001,SUB-DISTRICT,Kupwara,118,465323,252856,212467
01,001,00002,SUB-DISTRICT,Handwara,196,255711,134503,121208
01,001,00003,SUB-DISTRICT,Karnah,39,44591,24679,19912
01,002,00000,DISTRICT,Badgam,462,655833,343385,312448
01,002,00004,SUB-DISTRICT,Khag,49,67596,34457,33139
01,002,00005,SUB-DISTRICT,Beerwah,102,149671,80103,69568
01,002,00006,SUB-DISTRICT,Khansahib,96,120682,62783,57899
01,002,00007,SUB-DISTRICT,Budgam,95,111056,57359,53697
01,002,00008,SUB-DISTRICT,Chadoora,104,164945,86218,78727
01,002,00009,SUB-DISTRICT,Charar- E- Shrief,16,41883,22465,19418
01,003,00000,DISTRICT,Leh(Ladakh),111,87816,48411,39405
01,003,00010,SUB-DISTRICT,Leh,60,48290,26037,22253
01,003,00011,SUB-DISTRICT,Nubra,28,22433,13740,8693
01,003,00012,SUB-DISTRICT,Khalsi,23,17093,8634,8459
01,004,00000,DISTRICT,Kargil,125,124464,67703,56761
01,004,00013,SUB-DISTRICT,Kargil,64,70123,39349,30774
01,004,00014,SUB-DISTRICT,Sanku,36,40548,21346,19202
01,004,00015,SUB-DISTRICT,Zanskar,25,13793,7008,6785
01,005,00000,DISTRICT,Punch,170,438205,229774,208431
01,005,00016,SUB-DISTRICT,Haveli,49,105913,55475,50438
01,005,00017,SUB-DISTRICT,Mandi,37,77947,41365,36582
01,005,00018,SUB-DISTRICT,Mendhar,51,136333,70776,65557
01,005,00019,SUB-DISTRICT,Surankote,33,118012,62158,55854
01,006,00000,DISTRICT,Rajouri,375,590101,310748,279353
01,006,00020,SUB-DISTRICT,Thanamandi,32,62283,32373,29910
01,006,00021,SUB-DISTRICT,Darhal,11,36227,19121,17106
01,006,00022,SUB-DISTRICT,Rajauri,118,159581,84130,75451
01,006,00023,SUB-DISTRICT,Budhal,51,123050,64990,58060
01,006,00024,SUB-DISTRICT,Kalakote,68,72667,37864,34803
01,006,00025,SUB-DISTRICT,Nowshehra,52,79008,42417,36591
01,006,00026,SUB-DISTRICT,Sunderbani,43,57285,29853,27432
01,007,00000,DISTRICT,Kathua,496,526722,278126,248596
01,007,00027,SUB-DISTRICT,Billawar,65,145904,77072,68832
01,007,00028,SUB-DISTRICT,Bashohli,38,65377,34351,31026
01,007,00029,SUB-DISTRICT,Bani,33,45996,23889,22107
01,007,00030,SUB-DISTRICT,Kathua,163,139941,74698,65243
01,007,00031,SUB-DISTRICT,Hiranagar,197,129504,68116,61388
01,008,00000,DISTRICT,Baramula,509,825539,432399,393140
01,008,00032,SUB-DISTRICT,Sopore,57,148621,75856,72765
01,008,00033,SUB-DISTRICT,Rafiabad,77,85624,43789,41835
01,008,00034,SUB-DISTRICT,Pattan,94,209617,110686,98931
01,008,00035,SUB-DISTRICT,Baramulla,42,78215,40998,37217
01,008,00036,SUB-DISTRICT,Kreeri,50,66954,34447,32507
01,008,00037,SUB-DISTRICT,Uri,41,65501,35153,30348
01,008,00038,SUB-DISTRICT,Boniyar,52,72564,39566,32998
01,008,00039,SUB-DISTRICT,Tangmarg ,96,98443,51904,46539
01,009,00000,DISTRICT,Bandipore,119,326871,172263,154608
01,009,00040,SUB-DISTRICT,Gurez,28,37992,22978,15014
01,009,00041,SUB-DISTRICT,Bandipora,41,140657,72858,67799
01,009,00042,SUB-DISTRICT,Sonawari,50,148222,76427,71795
01,010,00000,DISTRICT,Srinagar,11,17313,8916,8397
01,010,00043,SUB-DISTRICT,Srinagar (North),8,10910,5725,5185
01,010,00044,SUB-DISTRICT,Srinagar (South),3,6403,3191,3212
01,011,00000,DISTRICT,Ganderbal,113,250407,133715,116692
01,011,00045,SUB-DISTRICT,Lar,42,80223,43281,36942
01,011,00046,SUB-DISTRICT,Kangan,42,120934,64723,56211
01,011,00047,SUB-DISTRICT,Ganderbal,29,49250,25711,23539
01,012,00000,DISTRICT,Pulwama,319,479978,248096,231882
01,012,00048,SUB-DISTRICT,Pampore,23,50033,26255,23778
01,012,00049,SUB-DISTRICT,Awantipora,43,73860,38169,35691
01,012,00050,SUB-DISTRICT,Tral,66,92352,47592,44760
01,012,00051,SUB-DISTRICT,Pulwama,187,263733,136080,127653
01,013,00000,DISTRICT,Shupiyan,226,249855,127161,122694
01,013,00052,SUB-DISTRICT,Shopian,226,249855,127161,122694
01,014,00000,DISTRICT,Anantnag,335,795805,411012,384793
01,014,00053,SUB-DISTRICT,Pahalgam,65,104101,53290,50811
01,014,00054,SUB-DISTRICT,Bijbehara,51,112197,56259,55938
01,014,00055,SUB-DISTRICT,Anantnag,82,179530,91832,87698
01,014,00056,SUB-DISTRICT,Shangus,25,66228,34917,31311
01,014,00057,SUB-DISTRICT,Kokernag,51,167159,87355,79804
01,014,00058,SUB-DISTRICT,Dooru,61,166590,87359,79231
01,015,00000,DISTRICT,Kulgam,226,343870,175574,168296
01,015,00059,SUB-DISTRICT,Kulgam,161,214925,109277,105648
01,015,00060,SUB-DISTRICT, Devsar,15,22128,11344,10784
01,015,00061,SUB-DISTRICT,Damhal Hanjipora,50,106817,54953,51864
01,016,00000,DISTRICT,Doda,402,377247,195430,181817
01,016,00062,SUB-DISTRICT,Doda,126,181111,93703,87408
01,016,00063,SUB-DISTRICT,Thathri,92,59955,31627,28328
01,016,00064,SUB-DISTRICT,Gandoh,66,71889,36754,35135
01,016,00065,SUB-DISTRICT,Bhaderwah,118,64292,33346,30946
01,017,00000,DISTRICT,Ramban,127,271902,142317,129585
01,017,00066,SUB-DISTRICT,Banihal,33,121145,62539,58606
01,017,00067,SUB-DISTRICT,Ramban,94,150757,79778,70979
01,018,00000,DISTRICT,Kishtwar,155,215831,111986,103845
01,018,00068,SUB-DISTRICT,Kishtwar,82,114624,59530,55094
01,018,00069,SUB-DISTRICT,Marwah,27,35572,18364,17208
01,018,00070,SUB-DISTRICT,Chhatroo,14,44087,22815,21272
01,018,00071,SUB-DISTRICT,Atholi (Paddar),32,21548,11277,10271
01,019,00000,DISTRICT,Udhampur,325,446777,232974,213803
01,019,00072,SUB-DISTRICT,Udhampur,149,177828,92989,84839
01,019,00073,SUB-DISTRICT,Chenani,46,60568,31380,29188
01,019,00074,SUB-DISTRICT,Ramnagar,88,160718,83518,77200
01,019,00075,SUB-DISTRICT,Majalta,42,47663,25087,22576
01,020,00000,DISTRICT,Reasi,253,287671,151481,136190
01,020,00076,SUB-DISTRICT,Gool-Gulabgarh,61,147843,78181,69662
01,020,00077,SUB-DISTRICT,Reasi,192,139828,73300,66528
01,021,00000,DISTRICT,Jammu,780,764945,401603,363342
01,021,00078,SUB-DISTRICT,Akhnoor,207,218825,114114,104711
01,021,00079,SUB-DISTRICT,Jammu,309,284890,150516,134374
01,021,00080,SUB-DISTRICT,Ranbir Singh Pora,163,169459,89097,80362
01,021,00081,SUB-DISTRICT,Bishnah,101,91771,47876,43895
01,022,00000,DISTRICT,Samba,345,265283,139365,125918
01,022,00082,SUB-DISTRICT,Samba,345,265283,139365,125918
02,000,00000,STATE,HIMACHAL PRADESH,17882,6176050,3110345,3065705
02,023,00000,DISTRICT,Chamba,1110,482972,241963,241009
02,023,00083,SUB-DISTRICT,Pangi,60,18868,9579,9289
02,023,00084,SUB-DISTRICT,Chaurah,181,78988,40152,38836
02,023,00085,SUB-DISTRICT,Saluni,132,47939,24197,23742
02,023,00086,SUB-DISTRICT,Bhalai,78,25326,12561,12765
02,023,00087,SUB-DISTRICT,Dalhousie,119,36160,17968,18192
02,023,00088,SUB-DISTRICT,Bhattiyat,123,37392,18535,18857
02,023,00089,SUB-DISTRICT,Sihunta,80,39871,19634,20237
02,023,00090,SUB-DISTRICT,Chamba,241,159320,79228,80092
02,023,00091,SUB-DISTRICT,Holi,46,14094,7236,6858
02,023,00092,SUB-DISTRICT,Brahmaur,50,25014,12873,12141
02,024,00000,DISTRICT,Kangra,3617,1423794,705365,718429
02,024,00093,SUB-DISTRICT,Nurpur,392,166718,84969,81749
02,024,00094,SUB-DISTRICT,Indora,112,76692,39901,36791
02,024,00095,SUB-DISTRICT,Fatehpur,223,62041,31105,30936
02,024,00096,SUB-DISTRICT,Jawali,195,112746,56022,56724
02,024,00097,SUB-DISTRICT,Harchakian,60,13841,6746,7095
02,024,00098,SUB-DISTRICT,Shahpur,152,67758,33220,34538
02,024,00099,SUB-DISTRICT,Dharmsala,151,93744,47329,46415
02,024,00100,SUB-DISTRICT,Kangra,161,88040,44302,43738
02,024,00101,SUB-DISTRICT,Nagrota Bagwan,157,70999,35346,35653
02,024,00102,SUB-DISTRICT,Baroh,161,25789,12403,13386
02,024,00103,SUB-DISTRICT,Dera Gopipur,282,115967,56094,59873
02,024,00104,SUB-DISTRICT,Jawalamukhi,122,38143,18404,19739
02,024,00105,SUB-DISTRICT,Jaswan,86,32520,15907,16613
02,024,00106,SUB-DISTRICT,Rakkar,103,29503,14451,15052
02,024,00107,SUB-DISTRICT,Khundian,216,38231,18607,19624
02,024,00108,SUB-DISTRICT,Thural,84,19287,9034,10253
02,024,00109,SUB-DISTRICT,Dhira,113,22119,10498,11621
02,024,00110,SUB-DISTRICT,Jaisinghpur,218,61082,27938,33144
02,024,00111,SUB-DISTRICT,Palampur,395,185733,91993,93740
02,024,00112,SUB-DISTRICT,Baijnath,200,95229,47175,48054
02,024,00113,SUB-DISTRICT,Multhan,34,7612,3921,3691
02,025,00000,DISTRICT,Lahul & Spiti,280,31564,16588,14976
02,025,00114,SUB-DISTRICT,Udaipur,66,8889,4482,4407
02,025,00115,SUB-DISTRICT,Lahul,132,10218,5415,4803
02,025,00116,SUB-DISTRICT,Spiti,82,12457,6691,5766
02,026,00000,DISTRICT,Kullu,314,396512,203269,193243
02,026,00117,SUB-DISTRICT,Manali,70,43565,22993,20572
02,026,00118,SUB-DISTRICT,Kullu,156,174835,89410,85425
02,026,00119,SUB-DISTRICT,Sainj,14,25908,13342,12566
02,026,00120,SUB-DISTRICT,Banjar,31,42198,21445,20753
02,026,00121,SUB-DISTRICT,Ani,17,56917,29077,27840
02,026,00122,SUB-DISTRICT,Nermand,26,53089,27002,26087
02,027,00000,DISTRICT,Mandi,2850,937140,466050,471090
02,027,00123,SUB-DISTRICT,Padhar,193,49357,24963,24394
02,027,00124,SUB-DISTRICT,Jogindarnagar,208,79135,38538,40597
02,027,00125,SUB-DISTRICT,Lad Bharol,146,25832,11649,14183
02,027,00126,SUB-DISTRICT,Sandhol,57,16925,8067,8858
02,027,00127,SUB-DISTRICT,Dharmpur,95,34777,16550,18227
02,027,00128,SUB-DISTRICT,Kotli,64,25860,12464,13396
02,027,00129,SUB-DISTRICT,Sarkaghat,179,59554,28700,30854
02,027,00130,SUB-DISTRICT,Bhadrota,93,21542,10705,10837
02,027,00131,SUB-DISTRICT,Baldwara,134,43811,21444,22367
02,027,00132,SUB-DISTRICT,Sundarnagar,160,87007,43976,43031
02,027,00133,SUB-DISTRICT,Mandi,368,187808,94438,93370
02,027,00134,SUB-DISTRICT,Aut,60,30893,15641,15252
02,027,00135,SUB-DISTRICT,Bali Chowki,97,37913,19389,18524
02,027,00136,SUB-DISTRICT,Thunag,172,50308,25461,24847
02,027,00137,SUB-DISTRICT,Chachyot,156,57723,28892,28831
02,027,00138,SUB-DISTRICT,Nihri,204,35569,18051,17518
02,027,00139,SUB-DISTRICT,Karsog,464,93126,47122,46004
02,028,00000,DISTRICT,Hamirpur,1671,423338,200748,222590
02,028,00140,SUB-DISTRICT,Tira Sujanpur,195,38064,17362,20702
02,028,00141,SUB-DISTRICT,Nadaun,359,76659,37179,39480
02,028,00142,SUB-DISTRICT,Galore,109,26957,12716,14241
02,028,00143,SUB-DISTRICT,Hamirpur,374,99344,47799,51545
02,028,00144,SUB-DISTRICT,Barsar,233,54103,25917,28186
02,028,00145,SUB-DISTRICT,Dhatwal,128,37621,17579,20042
02,028,00146,SUB-DISTRICT,Bhoranj,273,90590,42196,48394
02,029,00000,DISTRICT,Una,790,476260,240254,236006
02,029,00147,SUB-DISTRICT,Bharwain,46,17847,8997,8850
02,029,00148,SUB-DISTRICT,Amb,241,161183,81129,80054
02,029,00149,SUB-DISTRICT,Bangana,305,73035,36336,36699
02,029,00150,SUB-DISTRICT,Una,139,152779,77484,75295
02,029,00151,SUB-DISTRICT,Haroli,59,71416,36308,35108
02,030,00000,DISTRICT,Bilaspur,953,356827,179653,177174
02,030,00152,SUB-DISTRICT,Ghumarwin,210,81617,40436,41181
02,030,00153,SUB-DISTRICT,Bharari,98,45713,22160,23553
02,030,00154,SUB-DISTRICT,Jhanduta,227,89190,44916,44274
02,030,00155,SUB-DISTRICT,Naina Devi,142,45480,23622,21858
02,030,00156,SUB-DISTRICT,Bilaspur Sadar,160,62060,31808,30252
02,030,00157,SUB-DISTRICT,Namhol,116,32767,16711,16056
02,031,00000,DISTRICT,Solan,2383,478173,249736,228437
02,031,00158,SUB-DISTRICT,Arki,297,53868,26831,27037
02,031,00159,SUB-DISTRICT,Darlaghat,185,36763,19123,17640
02,031,00160,SUB-DISTRICT,Ramshahr,217,32594,16601,15993
02,031,00161,SUB-DISTRICT,Nalagarh,282,103503,54657,48846
02,031,00162,SUB-DISTRICT,Baddi,187,61031,32976,28055
02,031,00163,SUB-DISTRICT,Krishangarh,211,24511,12400,12111
02,031,00164,SUB-DISTRICT,Kasauli,265,54621,29911,24710
02,031,00165,SUB-DISTRICT,Solan,472,70753,36280,34473
02,031,00166,SUB-DISTRICT,Kandaghat,267,40529,20957,19572
02,032,00000,DISTRICT,Sirmaur,968,472690,246175,226515
02,032,00167,SUB-DISTRICT,Rajgarh,140,45916,23599,22317
02,032,00168,SUB-DISTRICT,Nohra,47,23022,11730,11292
02,032,00169,SUB-DISTRICT,Pachhad,262,53800,27912,25888
02,032,00170,SUB-DISTRICT,Renuka,74,47388,24221,23167
02,032,00171,SUB-DISTRICT,Dadahu,72,17403,8870,8533
02,032,00172,SUB-DISTRICT,Nahan,137,55250,28852,26398
02,032,00173,SUB-DISTRICT,Paonta Sahib,141,132616,69750,62866
02,032,00174,SUB-DISTRICT,Kamrau,45,37066,19400,17666
02,032,00175,SUB-DISTRICT,Shalai,28,36905,19403,17502
02,032,00176,SUB-DISTRICT,Ronhat,22,23324,12438,10886
02,033,00000,DISTRICT,Shimla,2705,612659,314295,298364
02,033,00177,SUB-DISTRICT,Rampur,152,67232,35100,32132
02,033,00178,SUB-DISTRICT,Nankhari,84,26238,13292,12946
02,033,00179,SUB-DISTRICT,Kumharsain,171,42161,21354,20807
02,033,00180,SUB-DISTRICT,Seoni,199,32788,16281,16507
02,033,00181,SUB-DISTRICT,Shimla   ( Rural ),540,82320,42588,39732
02,033,00182,SUB-DISTRICT,Shimla (urban),0,0,0,0
02,033,00183,SUB-DISTRICT,Junga,59,13398,6834,6564
02,033,00184,SUB-DISTRICT,Theog,446,80331,40991,39340
02,033,00185,SUB-DISTRICT,Chaupal,158,29267,14976,14291
02,033,00186,SUB-DISTRICT,Cheta,58,19460,10094,9366
02,033,00187,SUB-DISTRICT,Nerua,189,36517,18751,17766
02,033,00188,SUB-DISTRICT,Jubbal,134,35997,18414,17583
02,033,00189,SUB-DISTRICT,Kotkhai,219,38015,19404,18611
02,033,00190,SUB-DISTRICT,Tikar,41,13806,7202,6604
02,033,00191,SUB-DISTRICT,Rohru,129,42615,21848,20767
02,033,00192,SUB-DISTRICT,Chirgaon,116,46142,23839,22303
02,033,00193,SUB-DISTRICT,Dodra Kwar,10,6372,3327,3045
02,034,00000,DISTRICT,Kinnaur,241,84121,46249,37872
02,034,00194,SUB-DISTRICT,Hangrang,16,4659,2390,2269
02,034,00195,SUB-DISTRICT,Poo,28,8309,4681,3628
02,034,00196,SUB-DISTRICT,Morang,37,10238,5403,4835
02,034,00197,SUB-DISTRICT,Kalpa,39,19190,10321,8869
02,034,00198,SUB-DISTRICT,Nichar,85,27683,15463,12220
02,034,00199,SUB-DISTRICT,Sangla,36,14042,7991,6051
03,000,00000,STATE,PUNJAB,12168,17344192,9093476,8250716
03,035,00000,DISTRICT,Gurdaspur,1515,1639004,855784,783220
03,035,00200,SUB-DISTRICT,Dhar Kalan,27,48780,25414,23366
03,035,00201,SUB-DISTRICT,Pathankot       ,336,329652,172345,157307
03,035,00202,SUB-DISTRICT,Gurdaspur ,676,674345,350455,323890
03,035,00203,SUB-DISTRICT,Batala ,358,472327,247569,224758
03,035,00204,SUB-DISTRICT,Dera Baba Nanak  ,118,113900,60001,53899
03,036,00000,DISTRICT,Kapurthala ,612,532706,275932,256774
03,036,00205,SUB-DISTRICT,Bhulath,94,83690,42391,41299
03,036,00206,SUB-DISTRICT,Kapurthala ,241,218983,114228,104755
03,036,00207,SUB-DISTRICT,Sultanpur Lodhi ,175,104939,54506,50433
03,036,00208,SUB-DISTRICT,Phagwara ,102,125094,64807,60287
03,037,00000,DISTRICT,Jalandhar,922,1032419,528790,503629
03,037,00209,SUB-DISTRICT,Shahkot,176,141682,72574,69108
03,037,00210,SUB-DISTRICT,Nakodar,146,171184,87411,83773
03,037,00211,SUB-DISTRICT,Phillaur,225,311277,159096,152181
03,037,00212,SUB-DISTRICT,Jalandhar - I,137,171718,87699,84019
03,037,00213,SUB-DISTRICT,Jalandhar - II,238,236558,122010,114548
03,038,00000,DISTRICT,Hoshiarpur,1385,1251656,634470,617186
03,038,00214,SUB-DISTRICT,Dasua,379,304301,153601,150700
03,038,00215,SUB-DISTRICT,Mukerian ,304,273924,137646,136278
03,038,00216,SUB-DISTRICT,Hoshiarpur ,406,371035,189724,181311
03,038,00217,SUB-DISTRICT,Garhshankar,296,302396,153499,148897
03,039,00000,DISTRICT,Shahid Bhagat Singh Nagar ,458,486894,248118,238776
03,039,00218,SUB-DISTRICT,Nawanshahr,275,327350,165659,161691
03,039,00219,SUB-DISTRICT,Balachaur,183,159544,82459,77085
03,040,00000,DISTRICT,Fatehgarh Sahib,442,414681,220050,194631
03,040,00220,SUB-DISTRICT,Bassi Pathana,100,75875,40254,35621
03,040,00221,SUB-DISTRICT,Fatehgarh Sahib,170,144237,76457,67780
03,040,00222,SUB-DISTRICT,Amloh,100,113666,60769,52897
03,040,00223,SUB-DISTRICT,Khamanon,72,80903,42570,38333
03,041,00000,DISTRICT,Ludhiana,885,1429031,753444,675587
03,041,00224,SUB-DISTRICT,Samrala,196,178791,93791,85000
03,041,00225,SUB-DISTRICT,Khanna,67,94160,49579,44581
03,041,00226,SUB-DISTRICT,Payal,105,172631,91242,81389
03,041,00227,SUB-DISTRICT,Ludhiana (East),181,279688,149023,130665
03,041,00228,SUB-DISTRICT,Ludhiana (West),125,272489,143430,129059
03,041,00229,SUB-DISTRICT,Raikot,72,155278,81700,73578
03,041,00230,SUB-DISTRICT,Jagraon,139,275994,144679,131315
03,042,00000,DISTRICT,Moga,319,768500,405704,362796
03,042,00231,SUB-DISTRICT,Nihal Singhwala,39,163823,86689,77134
03,042,00232,SUB-DISTRICT,Bagha Purana,56,200443,105936,94507
03,042,00233,SUB-DISTRICT,Moga,224,404234,213079,191155
03,043,00000,DISTRICT,Firozpur,955,1476518,776208,700310
03,043,00234,SUB-DISTRICT,Zira,206,190099,99182,90917
03,043,00235,SUB-DISTRICT,Firozpur,332,367255,193529,173726
03,043,00236,SUB-DISTRICT,Jalalabad ,206,299310,156475,142835
03,043,00237,SUB-DISTRICT,Fazilka,135,321890,168644,153246
03,043,00238,SUB-DISTRICT,Abohar ,76,297964,158378,139586
03,044,00000,DISTRICT,Muktsar,233,649705,342202,307503
03,044,00239,SUB-DISTRICT,Malout,91,266759,140341,126418
03,044,00240,SUB-DISTRICT,Gidderbaha,47,177567,93572,83995
03,044,00241,SUB-DISTRICT,Muktsar,95,205379,108289,97090
03,045,00000,DISTRICT,Faridkot,163,400457,210782,189675
03,045,00242,SUB-DISTRICT,Faridkot,122,276904,145755,131149
03,045,00243,SUB-DISTRICT,Jaitu,41,123553,65027,58526
03,046,00000,DISTRICT,Bathinda,279,889308,474484,414824
03,046,00244,SUB-DISTRICT,Rampura Phul,74,251179,132866,118313
03,046,00245,SUB-DISTRICT,Bathinda,118,397190,208686,188504
03,046,00246,SUB-DISTRICT,Talwandi Sabo,87,240939,132932,108007
03,047,00000,DISTRICT,Mansa,238,606147,322184,283963
03,047,00247,SUB-DISTRICT,Sardulgarh,70,155015,81841,73174
03,047,00248,SUB-DISTRICT,Budhlada,85,211102,111914,99188
03,047,00249,SUB-DISTRICT,Mansa,83,240030,128429,111601
03,048,00000,DISTRICT,Patiala,895,1132406,598800,533606
03,048,00250,SUB-DISTRICT,Samana,73,119898,63599,56299
03,048,00251,SUB-DISTRICT,Patran,68,155558,81722,73836
03,048,00252,SUB-DISTRICT,Nabha,169,191786,101593,90193
03,048,00253,SUB-DISTRICT,Patiala,345,381830,201496,180334
03,048,00254,SUB-DISTRICT,Rajpura,240,283334,150390,132944
03,049,00000,DISTRICT,Amritsar ,703,1156045,607266,548779
03,049,00255,SUB-DISTRICT,Ajnala,311,395492,207983,187509
03,049,00256,SUB-DISTRICT,Amritsar -I  ,139,254532,133311,121221
03,049,00257,SUB-DISTRICT,Amritsar- II ,100,224549,119201,105348
03,049,00258,SUB-DISTRICT,Baba Bakala ,153,281472,146771,134701
03,050,00000,DISTRICT,Tarn Taran,479,977832,514322,463510
03,050,00259,SUB-DISTRICT,Tarn Taran,193,426778,224628,202150
03,050,00260,SUB-DISTRICT,Patti ,192,363242,191685,171557
03,050,00261,SUB-DISTRICT,Khadur Sahib,94,187812,98009,89803
03,051,00000,DISTRICT,Rupnagar,591,506820,264089,242731
03,051,00262,SUB-DISTRICT,Anandpur Sahib,190,178163,91877,86286
03,051,00263,SUB-DISTRICT,Nangal,57,85088,43281,41807
03,051,00264,SUB-DISTRICT,Rup Nagar,161,106170,56169,50001
03,051,00265,SUB-DISTRICT,Chamkaur Sahib,183,137399,72762,64637
03,052,00000,DISTRICT,Sahibzada Ajit Singh Nagar,403,450017,240984,209033
03,052,00266,SUB-DISTRICT,Kharar,181,167209,89069,78140
03,052,00267,SUB-DISTRICT,SAS Nagar (Mohali),82,113448,60953,52495
03,052,00268,SUB-DISTRICT,Dera Bassi,140,169360,90962,78398
03,053,00000,DISTRICT,Sangrur,564,1139204,604653,534551
03,053,00269,SUB-DISTRICT,Malerkotla,180,255689,135014,120675
03,053,00270,SUB-DISTRICT,Dhuri,95,206022,109346,96676
03,053,00271,SUB-DISTRICT,Sangrur,123,228668,121633,107035
03,053,00272,SUB-DISTRICT,Sunam,81,237005,126496,110509
03,053,00273,SUB-DISTRICT,Lehra,39,109794,58280,51514
03,053,00274,SUB-DISTRICT,Moonak,46,102026,53884,48142
03,054,00000,DISTRICT,Barnala,127,404842,215210,189632
03,054,00275,SUB-DISTRICT,Barnala,77,239823,127744,112079
03,054,00276,SUB-DISTRICT,Tapa,50,165019,87466,77553
04,000,00000,STATE,CHANDIGARH,5,28991,17150,11841
04,055,00000,DISTRICT,Chandigarh,5,28991,17150,11841
04,055,00277,SUB-DISTRICT,Chandigarh,5,28991,17150,11841
05,000,00000,STATE,UTTARAKHAND,15745,7036954,3519042,3517912
05,056,00000,DISTRICT,Uttarkashi,694,305781,155375,150406
05,056,00278,SUB-DISTRICT,Puraula,83,33792,17106,16686
05,056,00279,SUB-DISTRICT,Mori,99,40491,20840,19651
05,056,00280,SUB-DISTRICT,Rajgarhi,182,63844,32440,31404
05,056,00281,SUB-DISTRICT,Dunda,126,60283,30080,30203
05,056,00282,SUB-DISTRICT,Chinyali Saur,104,49900,24443,25457
05,056,00283,SUB-DISTRICT,Bhatwari,100,57471,30466,27005
05,057,00000,DISTRICT,Chamoli,1170,332209,160369,171840
05,057,00284,SUB-DISTRICT,Joshimath ,91,29055,15786,13269
05,057,00285,SUB-DISTRICT,Chamoli,202,76894,38207,38687
05,057,00286,SUB-DISTRICT,Pokhari ,135,35890,16959,18931
05,057,00287,SUB-DISTRICT,Karnaprayag,207,38844,18106,20738
05,057,00288,SUB-DISTRICT,Tharali  ,315,89114,42556,46558
05,057,00289,SUB-DISTRICT,Gairsain,220,62412,28755,33657
05,058,00000,DISTRICT,Rudraprayag,653,232360,108740,123620
05,058,00290,SUB-DISTRICT,Ukhimath,232,86412,42005,44407
05,058,00291,SUB-DISTRICT,"Rudraprayag
",284,82546,37736,44810
05,058,00292,SUB-DISTRICT,Jakholi,137,63402,28999,34403
05,059,00000,DISTRICT,Tehri Garhwal,1774,548792,259381,289411
05,059,00293,SUB-DISTRICT,Ghansali,292,120775,54496,66279
05,059,00294,SUB-DISTRICT,Devprayag,365,90772,42780,47992
05,059,00295,SUB-DISTRICT,Pratapnagar,147,73592,34982,38610
05,059,00296,SUB-DISTRICT,Jakhani Dhar,134,32753,14992,17761
05,059,00297,SUB-DISTRICT,Tehri   ,329,85822,40305,45517
05,059,00298,SUB-DISTRICT,Dhanaulti,259,74083,37099,36984
05,059,00299,SUB-DISTRICT,Narendra Nagar,248,70995,34727,36268
05,060,00000,DISTRICT,Dehradun,731,754753,392891,361862
05,060,00300,SUB-DISTRICT,Chakrata ,110,44490,22819,21671
05,060,00301,SUB-DISTRICT,Tyuni,82,33926,17716,16210
05,060,00302,SUB-DISTRICT,Kalsi,169,47329,24840,22489
05,060,00303,SUB-DISTRICT,Vikas Nagar,136,265023,138565,126458
05,060,00304,SUB-DISTRICT,"Dehradun
",147,226042,117305,108737
05,060,00305,SUB-DISTRICT,"Rishikesh
",87,137943,71646,66297
05,061,00000,DISTRICT,Garhwal,3142,574568,268029,306539
05,061,00306,SUB-DISTRICT,Srinagar,180,33574,16434,17140
05,061,00307,SUB-DISTRICT,Pauri,732,109562,50111,59451
05,061,00308,SUB-DISTRICT,Thailisain,402,92286,41776,50510
05,061,00309,SUB-DISTRICT,Dhoomakot,331,39230,17661,21569
05,061,00310,SUB-DISTRICT,Lansdowne,483,71954,33141,38813
05,061,00311,SUB-DISTRICT,Satpuli,240,31494,14893,16601
05,061,00312,SUB-DISTRICT,Chaubatta Khal,247,38436,17190,21246
05,061,00313,SUB-DISTRICT,"Kotdwara
",301,119136,58172,60964
05,061,00314,SUB-DISTRICT,Yamkeshwar,226,38896,18651,20245
05,062,00000,DISTRICT,Pithoragarh,1572,413834,202930,210904
05,062,00315,SUB-DISTRICT,Munsiari,219,46523,22889,23634
05,062,00316,SUB-DISTRICT,Dharchula,71,58650,29443,29207
05,062,00317,SUB-DISTRICT,Didihat,363,73889,36273,37616
05,062,00318,SUB-DISTRICT,Berinag,283,52069,25121,26948
05,062,00319,SUB-DISTRICT,Gangolihat,312,71946,34419,37527
05,062,00320,SUB-DISTRICT,"Pithoragarh
",324,110757,54785,55972
05,063,00000,DISTRICT,Bageshwar,874,250819,119615,131204
05,063,00321,SUB-DISTRICT,Kapkot,146,64894,31064,33830
05,063,00322,SUB-DISTRICT,Kanda,160,26272,12354,13918
05,063,00323,SUB-DISTRICT,"Bageshwar
",378,91024,44385,46639
05,063,00324,SUB-DISTRICT,Garud,190,68629,31812,36817
05,064,00000,DISTRICT,"Almora
",2184,560192,257359,302833
05,064,00325,SUB-DISTRICT,Bhikiasain,376,70487,30555,39932
05,064,00326,SUB-DISTRICT,Chaukhutiya,164,46051,20047,26004
05,064,00327,SUB-DISTRICT,Sult,228,57126,25503,31623
05,064,00328,SUB-DISTRICT,Ranikhet,300,81238,38308,42930
05,064,00329,SUB-DISTRICT,"Dwarahat
",206,52319,22994,29325
05,064,00330,SUB-DISTRICT,"Almora
",428,123884,59981,63903
